개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세업무구분명,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3390000,339000004720190007,2019-11-27,,영업/정상,,,,,0,,46968,우리집 첫째,I,000,2026-01-13 18:02:32,"부산광역시 사상구 사상로 ***-*, ***호 (괘법동)",,정상,0000,01,,380727.833838306    ,186745.153454365    ,부산광역시 사상구 괘법동 ***-** ***호,2022-04-28 18:10:32
3400000,340000004720180021,2018-06-21,,영업/정상,,,,,0,,46023,디오지,I,000,2026-01-13 17:59:33,"부산광역시 기장군 정관읍 구연*로 **, B동 ***,***호",,정상,0000,01,,398310.70075396     ,204626.73513574     ,"부산광역시 기장군 정관읍 매학리 ***-* B동 ***,***호 ",2022-04-28 18:10:30
3400000,340000004720200004,2020-04-22,,폐업,2023-12-20,,,,0,,46015,히어로키즈파크 부산정관지점,I,L00,2026-01-13 17:59:33,"부산광역시 기장군 정관읍 정관중앙로 **, *층",,폐업,0002,03,,398024.244821605    ,204621.655738547    ,부산광역시 기장군 정관읍 매학리 ***-* *층 ,2023-12-20 12:59:51
3400000,340000004720180055,2018-12-28,,폐업,2019-09-30,,,,0,,46015,피터펫카페,I,000,2026-01-13 17:59:33,"부산광역시 기장군 정관읍 정관로 ***, 대한빌딩 ***호",,폐업,0002,03,0517273342,397967.170796858    ,204592.491613115    ,부산광역시 기장군 정관읍 매학리 ***-* 대한빌딩 ***호,2022-04-28 18:10:34
3400000,340000004720200001,2020-03-24,,영업/정상,,,,,0,,46008,어라운드1142,I,000,2026-01-13 17:59:33,"부산광역시 기장군 정관읍 병산로 *, 제*, *동",,정상,0000,01,0517271525,397240.395858018    ,206113.881439318    ,"부산광역시 기장군 정관읍 모전리 *** 제*, *동 ",2023-01-20 14:16:25
3400000,340000004720180011,2018-04-26,,폐업,2024-04-16,,,,0,,46002,낙원농원,I,000,2026-01-13 17:59:33,"부산광역시 기장군 철마면 백운산길 **, 낙원농원",,폐업,0002,03,0515087535,393290.880317432    ,206187.731750205    ,부산광역시 기장군 철마면 임기리 *** 낙원농원 ,2024-04-16 09:57:04
3400000,340000004720180027,2018-07-12,,영업/정상,,,,,0,,46031,개들랜드,I,L00,2026-01-13 17:59:33,부산광역시 기장군 장안읍 고무로 *,,정상,0000,01,0517278256,405110.370055623    ,207739.703380438    ,부산광역시 기장군 장안읍 기룡리 ***-* ,2022-04-28 18:10:31
3400000,340000004720180014,2018-05-02,,폐업,2019-03-27,,,,0,,46084,우다다 애견카페,I,000,2026-01-13 17:59:33,"부산광역시 기장군 기장읍 기장해안로 ***, 동부프라자 ***호",,폐업,0002,03,,401490.780305538    ,190006.113247396    ,부산광역시 기장군 기장읍 시랑리 ***-* 동부프라자 ***호,2022-04-28 18:10:29
3400000,340000004720180026,2018-07-05,,폐업,2020-02-06,,,,0,,46008,차우랜드,I,L00,2026-01-13 17:59:33,"부산광역시 기장군 정관읍 병산로 *, 주*동 B*층",,폐업,0002,03,0517285824,397240.395858018    ,206113.881439318    ,부산광역시 기장군 정관읍 모전리 *** 주*동 B*호,2022-04-28 18:10:30
3400000,340000004720180018,2018-05-23,,폐업,2021-02-01,,,,0,,46032,루즈독,I,000,2026-01-13 17:59:33,부산광역시 기장군 장안읍 방모산*길 **-*,,폐업,0002,03,,405084.390091239    ,206838.110361212    ,부산광역시 기장군 장안읍 반룡리 *** ,2022-04-28 18:10:30
3400000,340000004720190021,2019-10-14,,영업/정상,,,,,0,,46076,피터펫카페,I,000,2026-01-13 17:59:33,부산광역시 기장군 기장읍 내리*길 **,,정상,0000,01,0517273342,400868.246982648    ,192169.585160571    ,부산광역시 기장군 기장읍 내리 ***-* ,2022-04-28 18:10:36
3410000,341000004720250001,2025-06-02,,영업/정상,,,,,0,,41940,캣플 헤븐 대구 동성로점,I,000,2026-01-13 17:55:33,"대구광역시 중구 공평로 **, *층 (삼덕동*가, 동성로 SK 리더스뷰)",,정상,0000,01,,,,대구광역시 중구 삼덕동*가 *** 동성로 SK 리더스뷰 ,2025-06-02 09:40:22
3410000,341000004720240001,2024-03-07,,영업/정상,,,,,0,,41942,야옹아놀자 캣카페(동성로점),I,000,2026-01-13 17:55:33,"대구광역시 중구 동성로*길 **, *층 (삼덕동*가)",,정상,0000,01,,344285.378373086    ,263978.508445341    ,대구광역시 중구 삼덕동*가 **-* ,2025-11-20 13:58:00
3410000,341000004720230001,2023-11-29,,영업/정상,,,,,0,,41942,집사의 하루 대구점,I,000,2026-01-13 17:55:33,대구광역시 중구 동성로 *-* (동성로*가),,정상,0000,01,07088137999,343943.498244913    ,264221.032300224    ,대구광역시 중구 동성로*가 *** ,2023-11-29 16:41:44
3410000,341000004720190005,2019-03-28,,영업/정상,,,,,0,,41942,말랑캣,I,000,2026-01-13 17:55:33,"대구광역시 중구 동성로*길 **, *층 (동성로*가)",,정상,0000,01,07077574445,343989.022789278    ,264246.059542575    ,"대구광역시 중구 동성로*가 ***-** *층, *층 ",2022-04-28 18:10:21
3410000,341000004720190003,2019-02-26,,영업/정상,,,,,0,,41942,고양이날다,I,000,2026-01-13 17:55:33,"대구광역시 중구 동성로*길 **, *층 (삼덕동*가)",,정상,0000,01,,344211.990551187    ,264175.829544292    ,대구광역시 중구 삼덕동*가 **-** *층 ,2022-04-28 18:10:20
3410000,341000004720180015,2018-08-02,,영업/정상,,,,,0,,41942,힐링독,I,000,2026-01-13 17:55:33,대구광역시 중구 동성로*길 * (삼덕동*가),,정상,0000,01,,344207.708442612    ,264019.071742604    ,대구광역시 중구 삼덕동*가 **-* ,2022-04-28 18:10:20
3410000,341000004720180008,2018-05-01,,폐업,2026-04-01,,,,0,,41942,디캣,U,000,2026-04-02 03:03:03,대구광역시 중구 동성로*길 **-** (봉산동),,폐업,0002,03,,344023.037152877    ,264157.313057385    ,대구광역시 중구 봉산동 *-* ,2026-04-01 15:28:27
3410000,341000004720260001,2026-04-01,,영업/정상,,,,,0,,41941,디어캣,I,000,2026-04-02 22:02:52,"대구광역시 중구 동성로*길 **-*, *층 (삼덕동*가)",,정상,0000,01,,344268.001424546    ,264237.095001556    ,대구광역시 중구 삼덕동*가 **-** ,2026-04-01 09:08:09
3420000,342000004720200003,2020-01-09,,영업/정상,,,,,0,,41119,와우쥬,I,000,2026-01-13 17:53:34,대구광역시 동구 반야월로**길 ** (율하동),,정상,0000,01,,353141.415150465    ,264882.442842604    ,대구광역시 동구 율하동 **-* ,2022-04-28 18:10:27
3420000,342000004720190007,2019-05-02,,폐업,2026-03-26,,,,0,,41072,피터펫,U,000,2026-03-27 03:03:03,"대구광역시 동구 메디밸리로 *-*, 보림프라자 ***호 (대림동)",,폐업,0002,03,0539655668,357854.456686495    ,265103.532314776    ,대구광역시 동구 대림동 ***-* ,2026-03-26 11:03:56
3420000,342000004720180006,2018-05-01,,영업/정상,,,,,0,,41068,에버노블,I,000,2026-01-13 17:53:34,"대구광역시 동구 이노밸리로**길 **-*, *층 (신서동)",,정상,0000,01,,355805.420516614    ,265492.985159232    ,대구광역시 동구 신서동 ****-* ,2022-04-28 18:10:18
3420000,342000004720180061,2018-11-01,,폐업,2020-03-10,,,,0,,41101,트레인독,I,000,2026-01-13 17:53:34,대구광역시 동구 안심로**길 **-* (서호동),,폐업,0002,03,0537540366,354595.485212391    ,264020.607375634    ,대구광역시 동구 서호동 ***-* ,2022-04-28 18:10:23
3420000,342000004720180054,2018-10-08,,폐업,2019-06-01,,,,0,,41001,교감애견카페,I,000,2026-01-13 17:53:34,"대구광역시 동구 파계로 ***, *층 (중대동)",,폐업,0002,03,,347269.624713454    ,276801.296256865    ,대구광역시 동구 중대동 *** ,2023-03-15 10:57:37
3430000,343000004720190016,2019-09-27,,영업/정상,,,,,0,,41843,젠틀펫,I,000,2026-01-13 17:54:32,대구광역시 서구 와룡로**길 ** (중리동),,정상,0000,01,,339446.665459644    ,263518.429682916    ,대구광역시 서구 중리동 ****-*** ,2023-06-16 17:08:12
3430000,343000004720180006,2018-04-27,,폐업,2018-12-21,,,,0,,41710,도그피플,I,000,2026-01-13 17:54:32,"대구광역시 서구 서대구로 ***, *층 (비산동)",,폐업,0002,03,,340841.644657242    ,266555.91361217     ,대구광역시 서구 비산동 ****-* ,2022-04-28 18:10:15
3440000,344000004720230001,2023-07-12,,폐업,2023-10-11,,,,0,,42469,잇츠댕,I,000,2026-01-13 17:52:02,"대구광역시 남구 장전*길 **, *층 (대명동)",,폐업,0002,03,,342273.972106544    ,261312.669795011    ,대구광역시 남구 대명동 ****-** ,2023-10-11 16:43:08
3440000,344000004720220001,2022-12-19,,영업/정상,,,,,0,,42461,라이크멍,I,000,2026-01-13 17:52:02,"대구광역시 남구 두류공원로 **, *층 (대명동)",,정상,0000,01,,341717.509708768    ,261669.214808909    ,대구광역시 남구 대명동 ****-** *층 ,2025-07-14 15:04:40
3440000,344000004720240001,2024-04-29,,영업/정상,,,,,0,,42452,대구 고양이카페 오묘,I,000,2026-01-13 17:52:02,"대구광역시 남구 큰골길 ***-*, *층 (대명동)",,정상,0000,01,,342949.269968436    ,260732.737112604    ,대구광역시 남구 대명동 ***-* ,2025-08-27 10:07:09
3440000,344000004720180019,2018-04-25,,폐업,2019-09-02,,,,0,,42407,몽펍피(Monpubppy),I,000,2026-01-13 17:52:02,"대구광역시 남구 명덕로**길 ***, *층 (대명동)",,폐업,0002,03,,342476.918437011    ,262496.052445963    ,대구광역시 남구 대명동 ****-** *층 ,2022-04-28 18:10:16
3450000,345000004720190013,2019-03-05,,취소/말소/만료/정지/중지,2023-07-31,,,,0,,41417,멍멍이가(家),I,000,2026-01-13 17:54:03,"대구광역시 북구 학정동로 **, *층 (학정동)",,말소,0004,04,0533238864,341331.536830875    ,273108.034714518    ,대구광역시 북구 학정동 *** ,2023-07-31 16:39:15
3450000,345000004720240001,2024-02-07,,폐업,2026-03-25,,,,0,,41465,뱅갈냥이,U,000,2026-04-10 03:03:03,"대구광역시 북구 태암남로**길 *, *층 (구암동)",,폐업,0002,03,,340175.4196969      ,270592.748693545    ,대구광역시 북구 구암동 ***-* ,2026-04-09 16:35:53
3450000,345000004720220003,2022-01-06,,영업/정상,,,,,0,,41422,도기야드,I,000,2026-01-13 17:54:03,"대구광역시 북구 동천로**길 **-**, ***호 (동천동)",,정상,0000,01,,340452.562543586    ,272631.609590502    ,대구광역시 북구 동천동 ***-* ***호,2025-07-30 10:10:07
3450000,345000004720180005,2018-04-13,,폐업,2019-10-29,,,,0,,41598,피터펫 카페,I,000,2026-01-13 17:54:03,"대구광역시 북구 한강로*길 **-**, *층 (금호동)",,폐업,0002,03,,337092.703998463    ,267193.303985737    ,대구광역시 북구 금호동 *** ,2022-04-28 18:10:19
3450000,345000004720180049,2018-09-19,,폐업,2021-02-02,,,,0,,41544,양군멍군,I,000,2026-01-13 17:54:03,"대구광역시 북구 대학로 **-*, *층 (산격동)",,폐업,0002,03,0539395123,345264.415812234    ,267036.720455997    ,대구광역시 북구 산격동 ****-* ,2022-04-28 18:10:24
3450000,345000004720180059,2018-10-31,,폐업,2020-07-09,,,,0,,41422,멍그라운드,I,000,2026-01-13 17:54:03,"대구광역시 북구 동천로**길 **-**, *층 (동천동)",,폐업,0002,03,,340452.562543586    ,272631.609590502    ,대구광역시 북구 동천동 ***-* ,2022-04-28 18:10:25
3450000,345000004720220004,2022-11-11,,폐업,2023-06-15,,,,0,,41477,통통통 냥이마을,I,000,2026-01-13 17:54:03,"대구광역시 북구 서변로*길 *, *층 (서변동)",,폐업,0002,03,0539399164,343978.273309499    ,270002.848827484    ,대구광역시 북구 서변동 ****-** ,2023-06-16 15:18:24
3460000,346000004720250001,2025-10-22,,영업/정상,,,,,0,,42177,피치돌 랙돌캐터리,I,000,2026-01-13 17:55:03,"대구광역시 수성구 동대구로**길 **, *층 (지산동)",,정상,0000,01,,347080.192407408    ,260880.095171888    ,대구광역시 수성구 지산동 ***-* ,2025-10-22 09:26:37
3460000,346000004720240002,2024-07-18,,영업/정상,,,,,0,,42202,수성랜드,I,L00,2026-01-13 17:55:03,"대구광역시 수성구 용학로 **-*, 수성랜드 (상동)",,정상,0000,01,0537626622,345658.220819521    ,259727.589864564    ,대구광역시 수성구 상동 *** 수성랜드 ,2024-07-18 09:43:13
3460000,346000004720240001,2024-05-03,,영업/정상,,,,,0,,42087,대구곤충마트,I,000,2026-01-13 17:55:03,"대구광역시 수성구 범어로**길 **, *층 (범어동)",,정상,0000,01,,347594.397891139    ,263193.865416816    ,대구광역시 수성구 범어동 ***-* ,2024-05-03 13:13:11
3460000,346000004720190041,2019-10-31,,취소/말소/만료/정지/중지,2025-10-29,,,,0,,42267,동행 Project,I,L00,2026-01-13 17:55:03,대구광역시 수성구 천을로**길 ** (매호동),,말소,0004,04,0537933060,353963.352240142    ,262007.95052676     ,대구광역시 수성구 매호동 ***-* ,2025-10-29 11:17:56
3460000,346000004720200043,2020-12-17,,폐업,2022-06-09,,,,0,,42068,체리 퍼피앤캣,I,000,2026-01-13 17:55:03,대구광역시 수성구 달구벌대로***길 **-** (만촌동),,폐업,0002,03,,348843.126874767    ,263138.416617985    ,대구광역시 수성구 만촌동 ***-** ,2022-06-09 18:26:35
3460000,346000004720200039,2020-12-02,,폐업,2023-03-20,,,,0,,42265,바른생활 고양이,I,000,2026-01-13 17:55:03,"대구광역시 수성구 천을로 ***-*, *층 (매호동)",,폐업,0002,03,,354331.06211235     ,261766.56913841     ,대구광역시 수성구 매호동 ***-* ,2023-03-20 17:20:48
3460000,346000004720190042,2019-12-02,,폐업,2021-12-09,,,,0,,42156,토끼야 놀자,I,000,2026-01-13 17:55:03,대구광역시 수성구 청수로 ** (중동),,폐업,0002,03,,345489.114959581    ,261240.225362894    ,대구광역시 수성구 중동 ***-* ,2022-04-28 18:10:25
3470000,347000004720260001,2026-01-28,,영업/정상,,,,,0,,42690,MEOW,I,000,2026-04-01 23:17:41,"대구광역시 달서구 용산로**길 **, ***동 *층 ***호 (장기동, 죽전역코오롱하늘채)",,정상,0000,01,,338594.298507525    ,261388.740669915    ,대구광역시 달서구 장기동 *** 죽전역코오롱하늘채 ,2026-01-28 09:58:06
3470000,347000004720180079,2018-09-25,,영업/정상,,,,,0,,42608,아이러브독도,I,000,2026-04-01 23:17:40,"대구광역시 달서구 서당로*길 **, *층 (신당동)",,정상,0000,01,0532853434,334785.333195964    ,262777.401587581    ,"대구광역시 달서구 신당동 ****-* , *층 ",2022-04-28 18:10:18
3470000,347000004720180006,2018-04-24,,영업/정상,,,,,0,,42667,캣월드,I,000,2026-04-01 23:17:38,"대구광역시 달서구 파도고개로 ***, *층 (두류동)",,정상,0000,01,,341513.248391903    ,262859.379578618    ,대구광역시 달서구 두류동 ***-** *층 ,2025-07-14 11:04:01
3470000,347000004720180014,2018-05-03,,폐업,2019-01-07,,,,0,,42754,러블리독,I,000,2026-04-01 23:17:39,"대구광역시 달서구 조암로 **, 원더풀스파랜드 ***호 (월성동)",,폐업,0002,03,0536420010,337664.94747435     ,259315.187175902    ,대구광역시 달서구 월성동 ****-* 원더풀스파랜드 ***호,2022-04-28 18:10:14
3470000,347000004720230001,2023-03-20,,폐업,2024-07-22,,,,0,,42645,멍뭉,I,000,2026-04-01 23:17:41,"대구광역시 달서구 당산로 ***, *층 (두류동)",,폐업,0002,03,,339811.200653685    ,262615.570449284    ,대구광역시 달서구 두류동 ***-** ,2024-07-22 16:11:29
3470000,347000004720180042,2018-07-19,,폐업,2021-11-26,,,,0,,42758,디어마이도그,I,000,2026-04-01 23:17:39,"대구광역시 달서구 조암로 *, 테라스빌딩 ***호 (월성동)",,폐업,0002,03,07088058542,338090.764412962    ,259430.140944248    ,대구광역시 달서구 월성동 **** 테라스빌딩 ***호,2022-04-28 18:10:16
3480000,348000004720240001,2024-04-26,,영업/정상,,,,,0,,42935,냥이랑,I,000,2026-01-13 17:53:03,"대구광역시 달성군 가창면 가창로***길 **, 가창빌딩 *층",,정상,0000,01,,346676.914111301    ,257185.595342172    ,대구광역시 달성군 가창면 용계리 **-* 가창빌딩 ,2024-04-26 17:36:32
3480000,348000004720260001,2026-03-17,,영업/정상,,,,,0,,42977,하이 주주,I,000,2026-03-18 22:02:51,대구광역시 달성군 옥포읍 용연사길 **-**,,정상,0000,01,,335978.008813189    ,251094.55637631     ,대구광역시 달성군 옥포읍 반송리 *** ,2026-03-17 11:40:52
3480000,348000004720200010,2020-07-10,,폐업,2022-12-31,,,,0,,42921,퍼피솔루션,I,000,2026-01-13 17:53:03,"대구광역시 달성군 다사읍 세천로*길 **, *층 ***호",,폐업,0002,03,,332835.99177483     ,264542.84545048     ,대구광역시 달성군 다사읍 세천리 ****-* *층 ***호,2023-01-03 10:05:02
3490000,349000004720250001,2025-07-14,,영업/정상,,,,,0,,22303,와일드벅스,I,L00,2026-03-26 22:33:04,인천광역시 중구 월미로 *** (북성동*가),,정상,0000,01,07077781000,164480.882993462    ,441654.321883018    ,인천광역시 중구 북성동*가 **-*** ,2025-07-14 13:57:36
3490000,349000004720230001,2023-06-18,,영업/정상,,,,,0,,22397,토끼야 놀자(영종하늘도시점),I,000,2026-03-26 22:33:04,"인천광역시 중구 하늘중앙로***번길 **, 하늘프라자 ***호 (중산동)",,정상,0000,01,,161209.575          ,443093.855          ,인천광역시 중구 중산동 ****-* 하늘프라자 ,2024-03-12 13:26:50
3490000,349000004720240001,2024-06-20,,영업/정상,,,,,0,,22402,크레이쥬,I,000,2026-03-26 22:33:04,"인천광역시 중구 하늘중앙로***번길 **, 정인타워 ***, ***호 (중산동)",,정상,0000,01,,160883.371976191    ,442903.611178162    ,인천광역시 중구 중산동 ****-* 정인타워 ,2024-06-20 15:25:17
3490000,349000004720180020,2018-08-31,,취소/말소/만료/정지/중지,2024-01-02,,,,0,,22402,우프우프,I,000,2026-03-26 22:33:04,"인천광역시 중구 하늘달빛로**번길 *-*, 스카이 메디컬 프라자 ***호 (중산동)",,말소,0004,04,0327528588,161058.9204141      ,442707.98340229     ,인천광역시 중구 중산동 ****-* 스카이 메디컬 프라자 ,2024-03-18 14:57:45
3510500,351050004720210009,2021-04-15,,영업/정상,,,,,0,,22170,봉봉애견카페호텔,I,000,2026-03-26 22:33:07,"인천광역시 미추홀구 경인로 **, 숭의빌딩 ***호 (숭의동)",,정상,0000,01,,168607.661317952    ,440228.643107147    ,인천광역시 미추홀구 숭의동 ***-** 숭의빌딩 ,2022-04-28 18:11:15
3510500,351050004720200023,2020-10-28,,취소/말소/만료/정지/중지,2023-09-28,,,,0,,22142,멍튜브,I,000,2026-03-26 22:33:07,"인천광역시 미추홀구 주안로***번길 **-*, *층 (주안동)",,말소,0004,04,07075434208,172854.575598887    ,440234.084573734    ,인천광역시 미추홀구 주안동 **-* 그린부페웨딩홀 ,2023-09-28 15:45:47
3510500,351050004720240001,2024-07-15,,영업/정상,,,,,0,,22101,야옹이를 부탁해(BUTACAT) 앨리웨이 인천점,I,000,2026-03-26 22:33:07,"인천광역시 미추홀구 숙골로**번길 **, *층 **~**호 (도화동, 더샵 인천스카이타워 *단지)",,정상,0000,01,,170309.660233767    ,440927.748196756    ,인천광역시 미추홀구 도화동 **** 더샵 인천스카이타워 *단지 ,2025-09-23 10:49:53
3510500,351050004720210010,2021-04-28,,폐업,2023-02-06,,,,0,,22114,개떼라떼,I,000,2026-03-26 22:33:07,"인천광역시 미추홀구 숙골로 ***, 스카이프라자* ***호,***호 (도화동)",,폐업,0002,03,,170014.558582337    ,441184.31681253     ,인천광역시 미추홀구 도화동 ****-* 스카이프라자* ,2023-02-06 13:15:49
3510500,351000004720180016,2018-06-22,,폐업,2022-12-07,,,,0,,22141,캣썸플레이스,I,000,2026-03-26 22:33:03,"인천광역시 미추홀구 경인로 ***, *층 (주안동)",,폐업,0002,03,,172316.868896155    ,439615.46154256     ,인천광역시 미추홀구 주안동 ****-* ,2022-12-07 11:06:20
3510500,351050004720220001,2022-08-30,,영업/정상,,,,,0,,22207,고양이 자리,I,000,2026-03-26 22:33:07,"인천광역시 미추홀구 경인남길**번길 **, *층 (용현동)",,정상,0000,01,,169587.929253468    ,438885.857349946    ,인천광역시 미추홀구 용현동 ***-** ,2022-08-30 10:08:11
3520000,352000004720190018,2019-07-08,,폐업,2024-12-29,,,,0,,21919,멍멍으르렁컹컹 부대찌개,I,000,2026-03-26 22:34:26,"인천광역시 연수구 새말로 **, 태원빌딩오피스텔 *층 (연수동)",,폐업,0002,03,,171487.37           ,435257.025          ,인천광역시 연수구 연수동 ***-* 태원빌딩오피스텔 ,2024-12-31 11:11:54
3520000,352000004720180016,2018-06-12,,폐업,2019-08-30,,,,0,,22003,피터펫 애견카페,I,000,2026-03-26 22:34:26,"인천광역시 연수구 센트럴로 ***, A동 *층 ***호 (송도동, 송도센트럴파크푸르지오)",,폐업,0002,03,0328328220,168405.695874811    ,432336.114528429    ,인천광역시 연수구 송도동 **-* 송도센트럴파크푸르지오 ,2022-04-28 18:11:23
3520000,352000004720180009,2018-04-30,,폐업,2021-09-28,,,,0,,21995,마리앤쥬(ZOO),I,000,2026-03-26 22:34:26,"인천광역시 연수구 신송로***번길 **, 아크리아 ***호 (송도동)",,폐업,0002,03,0328315437,169034.025271855    ,432560.215153888    ,인천광역시 연수구 송도동 *-* 아크리아 ,2022-04-28 18:11:22
3520000,352000004720250001,2025-12-24,,영업/정상,,,,,0,,21988,애니멀클럽 송도점,I,000,2026-03-26 22:34:26,"인천광역시 연수구 송도미래로 *, 비알씨(주) 연구소 *동 *층 ***~***호 (송도동)",,정상,0000,01,,168648.098572795    ,429896.253273978    ,인천광역시 연수구 송도동 ***-* 비알씨(주) 연구소 ,2025-12-26 09:23:54
3520000,352000004720200014,2020-08-20,,폐업,2022-09-30,,,,0,,21927,고양이자리,I,000,2026-03-26 22:34:26,"인천광역시 연수구 먼우금로***번길 **, 이리옴*빌딩 ***-*호 (연수동)",,폐업,0002,03,,171291.980037048    ,434637.680459609    ,인천광역시 연수구 연수동 ***-* 이리옴*빌딩 ***-*호,2023-01-04 14:00:22
3520000,352000004720230001,2023-01-04,,영업/정상,,,,,0,,21995,도그의 하루,I,000,2026-03-26 22:34:26,"인천광역시 연수구 컨벤시아대로 **, 드림시티 ***호 (송도동)",,정상,0000,01,0325411565,168950.36271031     ,432597.078074858    ,인천광역시 연수구 송도동 *-* 드림시티 ***호,2023-01-04 16:27:03
3520000,352000004720260001,2026-02-10,,영업/정상,,,,,0,,21943,마마스캣카페,I,000,2026-03-26 22:34:26,"인천광역시 연수구 청량로**번길 **-**, *층 (동춘동)",,정상,0000,01,,169645.290254456    ,434886.01666172     ,인천광역시 연수구 동춘동 ***-* ,2026-02-10 10:32:27
3520000,352000004720240001,2024-06-19,,영업/정상,,,,,0,,21929,야옹아 놀자,I,000,2026-03-26 22:34:26,인천광역시 연수구 샘말로*번길 *-* (연수동),,정상,0000,01,,171457.043324562    ,434497.860166823    ,인천광역시 연수구 연수동 ***-* ,2024-12-19 16:07:48
3530000,353000004720210007,2021-01-28,,폐업,2022-12-09,,,,0,,21614,멍머니,I,000,2026-01-13 18:22:35,"인천광역시 남동구 서창남순환로***번길 **, 리치프라자 ***호 (서창동)",,폐업,0002,03,,177600.064327611    ,435984.11123182     ,인천광역시 남동구 서창동 *** 리치프라자 ***호,2022-12-09 17:11:15
3530000,353000004720220005,2022-01-18,,폐업,2022-09-30,,,,0,,21666,우주냥 캣카페,I,000,2026-01-13 18:22:35,"인천광역시 남동구 청능대로***번길 **, 성지타워 *층 (논현동)",,폐업,0002,03,0324328168,175565.987308221    ,433375.458948483    ,인천광역시 남동구 논현동 ***-* 성지타워 *층 ,2022-09-30 17:24:59
3530000,353000004720230001,2023-03-06,,폐업,2025-12-15,,,,0,,21653,약지애견카페,I,000,2026-01-13 18:22:35,"인천광역시 남동구 논고개로***번길 **, *층 ***호 (논현동)",,폐업,0002,03,,175322.829762396    ,433304.243386176    ,인천광역시 남동구 논현동 ***-* ,2025-12-30 11:46:39
3530000,353000004720190024,2019-05-17,,영업/정상,,,,,0,,21530,인천개공원 카페,I,000,2026-01-13 18:22:35,인천광역시 남동구 무네미로 ***-** (장수동),,정상,0000,01,0324616021,177549.648639827    ,439337.523586768    ,인천광역시 남동구 장수동 ***-* ,2022-04-28 18:11:29
3530000,353000004720200021,2020-06-24,,영업/정상,,,,,0,,21585,랙돌카페냐옹,I,000,2026-01-13 18:22:35,"인천광역시 남동구 인하로 ***, *층 ***호 (구월동)",,정상,0000,01,,174889.86592457     ,437925.748857142    ,인천광역시 남동구 구월동 ****-* ,2024-12-18 11:20:23
3530000,353000004720220006,2022-11-13,,영업/정상,,,,,0,,21585,쥬니멀 전시장,I,L00,2026-01-13 18:22:35,"인천광역시 남동구 인하로 ***, *층 (구월동)",,정상,0000,01,0324715948,174856.456713326    ,437925.749063901    ,인천광역시 남동구 구월동 ****-* ,2025-11-06 16:31:45
3530000,353000004720230002,2023-10-05,,영업/정상,,,,,0,,21617,고양이카페,I,000,2026-01-13 18:22:35,"인천광역시 남동구 서창남로 **, *층 ***호 (서창동)",,정상,0000,01,,177851.981044956    ,435666.242505169    ,인천광역시 남동구 서창동 ***-* ,2024-12-11 11:46:47
3530000,353000004720240001,2024-05-30,,영업/정상,,,,,0,,21617,도그힐링 상주견카페,I,000,2026-01-13 18:22:35,"인천광역시 남동구 서창남로 **, *층 ***호 (서창동)",,정상,0000,01,,177851.981044956    ,435666.242505169    ,인천광역시 남동구 서창동 ***-* ,2025-11-17 09:25:20
3530000,353000004720240002,2024-07-26,,영업/정상,,,,,0,,21617,쥬벅스,I,000,2026-01-13 18:22:35,"인천광역시 남동구 서창남순환로***번길 **, *층 ***,***호 (서창동)",,정상,0000,01,,177695.678468692    ,435705.540801456    ,인천광역시 남동구 서창동 ***-* ,2025-08-01 13:47:23
3530000,353000004720250001,2025-12-10,,영업/정상,,,,,0,,21653,약지상주견애견카페,I,000,2026-01-13 18:22:35,"인천광역시 남동구 논고개로***번길 **, 칼리오페 ***호 (논현동)",,정상,0000,01,,175322.829762396    ,433304.243386176    ,인천광역시 남동구 논현동 ***-* 칼리오페 ***호,2025-12-12 13:08:50
3530000,353000004720180007,2018-04-17,,폐업,2023-12-26,,,,0,,21521,도그아지트,I,000,2026-01-13 18:22:35,"인천광역시 남동구 만수로***번길 **, *층 (만수동)",,폐업,0002,03,0322124586,176662.269445794    ,440403.597686559    ,인천광역시 남동구 만수동 *-*** *층 ,2023-12-26 15:11:34
3530000,353000004720180038,2018-07-03,,폐업,2021-12-29,,,,0,,21594,쓰담쓰담애견카페,I,000,2026-01-13 18:22:35,"인천광역시 남동구 장승남로 **-*, 에메랄드프라자 *층 (만수동)",,폐업,0002,03,,176657.75           ,437979.5            ,인천광역시 남동구 만수동 ****-* 에메랄드프라자 *층 ,2022-04-28 18:11:19
3530000,353000004720180059,2018-08-31,,폐업,2019-05-03,,,,0,,21659,요미독 인천논현점,I,000,2026-01-13 18:22:35,"인천광역시 남동구 은봉로***번길 **-**, ***호 (논현동)",,폐업,0002,03,0324410605,175644.53206403     ,433636.491219967    ,인천광역시 남동구 논현동 ***-** ***호,2022-04-28 18:11:20
3530000,353000004720180096,2018-09-20,,폐업,2021-02-24,,,,0,,21666,하이바이펫,I,000,2026-01-13 18:22:35,"인천광역시 남동구 청능대로***번길 **, 성지타워 *층 (논현동)",,폐업,0002,03,0324322168,175565.987308221    ,433375.458948483    ,인천광역시 남동구 논현동 ***-* 성지타워 *층 ,2022-04-28 18:11:23
