센터명,시도,시군구,우편번호,주소1,주소2,위도,경도,대표전화번호,FAX번호,홈페이지
충청남도청소년상담복지센터,충청남도,천안시 서북구,31100,충청남도 천안시 서북구 서부대로 766 (두정동),", 진암빌딩 4층",36.8355872,127.1339652,041-554-2130,041-556-8704,https://www.cn.pass.or.kr/
천안시청소년상담복지센터,충청남도,천안시 동남구,31129,충청남도 천안시 동남구,은행길 15 4층 도시창조두드림센터,36.8080762,127.149478,041-622-1388,041-551-1318,https://cayf.or.kr/cycw/
공주시청소년상담복지센터,충청남도,공주시,32546,충청남도 공주시,대통 1길 69-1,36.4549978,127.1223083,041-856-1388,041-858-1319,https://www.1388gj.or.kr
보령시청소년상담복지센터,충청남도,보령시,33466,충청남도 보령시,문화원길 9 보령시청소년상담복지센터 1층,36.3501794,126.5992784,041-936-3893,041-935-1389,http://www.dongmuya.or.kr/center/s01.html
아산시청소년상담복지센터,충청남도,아산시,31513,충청남도 아산시,시장길 29 시민문화복지센터 303호,36.7832262,127.0043687,041-541-0039,041-541-0073,http://www.asanyouth.or.kr
서산시청소년상담복지센터,충청남도,서산시,31967,충청남도 서산시,서령로136 서산문화복지센터 청소년수련관 3층,36.7927537,126.4629218,041-669-2000,041-681-2000,http://www.haemaum.com/
논산시청소년상담복지센터,충청남도,논산시,32993,충청남도 논산시,논산대로 424 논산시청소년청년재단 1층,36.1974303,127.1060605,041-736-2041,041-736-2042,https://www.nsyouth.or.kr/kr/html/sub05/050101.html
계룡시청소년상담복지센터,충청남도,계룡시,32801,충청남도 계룡시 신도안면 송정길 174,2층,36.3210078,127.2294561,042-551-1318,042-841-0342,https://www.gryouth.or.kr/1388.do
당진시청소년상담복지센터,충청남도,당진시,31772,충청남도 당진시 무수동7길 142-26 (읍내동),2층,36.8931978,126.6415467,041-357-2000,041-357-2088,https://www.dangjin.go.kr/dj1388/sub01_00.do
금산군청소년상담복지센터,충청남도,금산군,32737,충청남도 금산군 금산읍 인삼로 17,1층,36.1042727,127.4840348,041-751-2007,041-754-1386,http://www.gs1388.or.kr/
부여군청소년상담복지센터,충청남도,부여군,33149,충청남도 부여군,부여읍 의열로 43,36.2791441,126.9172494,041-837-1388,041-834-9588,https://www.1388buyeo.or.kr/
서천군청소년상담복지센터,충청남도,서천군,33644,충청남도 서천군,서천읍 서천향교길 3 2층,36.0768016,126.6934268,041-953-4040,041-952-8765,http://www.sycw1388.co.kr/
청양군청소년상담복지센터,충청남도,청양군,33339,충청남도 청양군,청양읍 문화예술로 187-1,36.4561719,126.8005894,041-942-1388,041-940-1099,https://1388.청양군청소년재단.com/
홍성군청소년상담복지센터,충청남도,홍성군,32272,충청남도 홍성군 홍북읍 홍학로 48,가족어울림센터 4층,36.6461435,126.6763888,041-634-4858,041-634-4857,https://www.hsywf.or.kr
예산군청소년상담복지센터,충청남도,예산군,32423,충청남도 예산군 예산읍 벚꽃로 214-17,(2층),36.6992366,126.8402402,041-335-1388,041-335-5701,http://www.yesanyouth.or.kr/main_sub/sub.php?folder_idx=7&folder_page_idx=31
태안군청소년상담복지센터,충청남도,태안군,32140,충청남도 태안군,태안읍 백화로 199 청소년수련관 1층,36.7565923,126.3132958,041-674-2800,041-674-2803,http://www.happy1388.or.kr/
전북특별자치도청소년상담복지센터,전북특별자치도,전주시 덕진구,54935,전북특별자치도 전주시 덕진구 팔달로 346 (진북동),비어있음,35.8315242,127.1386841,063-274-1388,063-273-1413,https://jb1388.kr/
전주시청소년상담복지센터,전북특별자치도,전주시 완산구,55081,전북특별자치도 전주시 완산구,용머리로 94 3층,35.8059797,127.1203142,063-227-1005,063-236-1389,http://www.jjsangdam.or.kr/
군산시청소년상담복지센터,전북특별자치도,군산시,54121,전북특별자치도 군산시,동리2길 7,35.975121,126.7114004,063-468-2870,063-468-2872,http://www.gunsan0924.or.kr/
익산시청소년상담복지센터,전북특별자치도,익산시,54620,전북특별자치도 익산시,인북로187 상공회의소 5층,35.9456707,126.9554832,063-853-1388,063-856-1388,https://www.iksan.go.kr/1388/index.iksan
정읍시청소년상담복지센터,전북특별자치도,정읍시,56190,전북특별자치도 정읍시,상동중앙로14 청소년문화체육관 3층,35.5744196,126.8445259,063-536-1388,063-531-3003,https://www.jeongeup.go.kr/index.jeongeup?menuCd=DOM_000000103005005002
남원시청소년상담복지센터,전북특별자치도,남원시,55749,전북특별자치도 남원시,충정로 72 남원시청소년수련관 3층,35.413025,127.383873,063-633-1977,063-633-1955,http://www.nw1388.com
김제시청소년상담복지센터,전북특별자치도,김제시,54368,전북특별자치도 김제시,도작로 224-32,35.814647,126.9009673,063-545-0112,063-542-7773,https://www.gimje.go.kr/youth/index.gimje
완주군청소년상담복지센터,전북특별자치도,완주군,55340,전북특별자치도 완주군,삼례읍 삼봉로125 완주군청소년수련관 2층,35.9178874,127.082722,063-291-3303,063-291-5112,http://www.wanju1388.or.kr/
진안군청소년상담복지센터,전북특별자치도,진안군,55432,전북특별자치도 진안군,진안읍 진무로 1054-14 청소년수련관 3층,35.7882339,127.4264424,063-433-2377,063-433-0017,https://ja1388.com/
무주군청소년상담복지센터,전북특별자치도,무주군,55514,전북특별자치도 무주군 무주읍 한풍루로 326-34,3층 무주군청소년상담복지센터,36.0016191,127.6634204,063-324-6688,063-324-6680,https://cafe.daum.net/mj1388
장수군청소년상담복지센터,전북특별자치도,장수군,55617,전북특별자치도 장수군 장계면 방천길 15,논개골행복나눔터 2층,35.7298869,127.5899936,063-351-2000,063-351-4431,https://www.jangsu.go.kr/index.jangsu?menuCd=DOM_000000106007003003
임실군청소년상담복지센터,전북특별자치도,임실군,55927,전북특별자치도 임실군,임실읍 운수로 33-50 임실군청소년문화의집 2층,35.6142596,127.286511,063-640-3022,063-640-2128,https://cheongmoon.tistory.com/
순창군청소년상담복지센터,전북특별자치도,순창군,56047,전북특별자치도 순창군,순창읍 장류로 192 순창군청소년수련관 3층,35.3717627,127.1266261,063-652-1388,070-8220-3504,http://www.sc1388.or.kr/
고창군청소년상담복지센터,전북특별자치도,고창군,56431,전북특별자치도 고창군,고창읍 월곡뉴타운1길 11 커뮤니티센터 1층,35.4336787,126.7129,063-563-6793,063-563-6794,https://www.gochang.go.kr/index.gochang?menuCd=DOM_000000104001006000
부안군청소년상담복지센터,전북특별자치도,부안군,56308,전북특별자치도 부안군 부안읍 동중2길 15,상생협력센터 1층,35.7290114,126.7367055,063-580-4524,063-581-2446,https://www.buan.go.kr/index.buan?menuCd=DOM_000000104004005007
전라남도청소년상담복지센터,전라남도,목포시,58614,전라남도 목포시 용당로 304 (용해동),", 전라남도청소년미래재단 2F 청소년상담복지센터",34.7939827,126.3777079,061-280-9005,061-280-9090,https://counsel.jnyouth.or.kr/
목포시청소년상담복지센터,전라남도,목포시,58684,전라남도 목포시,"신흥로 83번길 14 복지동 2층(옥암동, 목련아파트)",34.806123,126.429029,061-272-2440,061-272-2547,https://www.mokpo.go.kr/youth
여수시청소년상담복지센터,전라남도,여수시,59761,전라남도 여수시,신월로 648 전남대학교 국동캠퍼스 협동관 1층,34.7285164,127.7171551,061-663-2000,061-662-4645,http://www.ys1388.or.kr/
순천시청소년상담복지센터,전라남도,순천시,57992,전라남도 순천시,명말 1길 57 3층,34.9421722,127.52144,061-749-4232,061-749-4710,www.sc1388dream.or.kr/
나주시청소년상담복지센터,전라남도,나주시,58326,전라남도 나주시 교육길 13 (빛가람동),D-5동 112호(스마트파크 지식산업센터),35.0202606,126.7799467,061-334-1388,061-333-1367,http://nj1388.or.kr/
광양시청소년상담복지센터,전라남도,광양시,57790,전라남도 광양시,광장로 14 청소년문화센터 2층,34.9374472,127.6907499,061-795-7008,061-794-5505,http://www.gy1388.or.kr
담양군청소년상담복지센터,전라남도,담양군,57344,전라남도 담양군,"담양읍 지침6길 29, 3층",35.3162792,126.9855744,061-381-9845,061-381-1389,http://www.dyy1388.or.kr/
곡성군청소년상담복지센터,전라남도,곡성군,57504,전라남도 곡성군,옥과면 리문5길 11-5 옥과청소년문화의집 5층,35.2751357,127.1367719,061-363-9586,061-884-8584,http://1388.gsyouth.kr/
구례군청소년상담복지센터,전라남도,구례군,57636,전라남도 구례군 구례읍 구례로 508,(2층),35.2064611,127.4701719,061-782-0882,061-782-0883,http://www.gr1388.kr/
고흥군청소년상담복지센터,전라남도,고흥군,59535,전라남도 고흥군 고흥읍 고흥로 1793,청소년문화의 집 2층 청소년상담복지센터,34.6099311,127.2890046,061-830-6652,061-834-1319,https://cafe.daum.net/HI1388
보성군청소년상담복지센터,전라남도,보성군,59453,전라남도 보성군,보성읍 송재로 281-7 2층,34.7780181,127.08839,061-853-1388,061-853-1385,www.bs1388.co.kr
화순군청소년상담복지센터,전라남도,화순군,58120,전라남도 화순군 화순읍 쌍충로 118-4,(3층),35.0621483,126.9808158,061-375-7444,061-375-7441,http://www.hs1388.or.kr/
장흥군청소년상담복지센터,전라남도,장흥군,59327,전라남도 장흥군,장흥읍 흥성로37-23 2층,34.6753261,126.9065244,061-863-1318,061-863-1399,http://www.jh1388.or.kr
강진군청소년상담복지센터,전라남도,강진군,59226,전라남도 강진군,강진읍 청렴길 1 청소년수련관 3층,34.6458109,126.7690183,061-432-1388,061-433-1386,http://www.gjyouth.co.kr/
해남군청소년상담복지센터,전라남도,해남군,59028,전라남도 해남군,해남읍 수성2길 9 2층,34.5727165,126.6016649,061-537-1318,061-535-1317,http://www.hyouth1388.co.kr/
영암군청소년상담복지센터,전라남도,영암군,58418,전라남도 영암군,"영암로 1511, 영암군청소년센터",34.7945132,126.6957593,061-470-1004,061-470-2582,https://www.yeongam.go.kr/home/youth/consult/yeongam.go
무안군청소년상담복지센터,전라남도,무안군,58528,전라남도 무안군 무안읍 면성1길 130,(4층) 무안군청소년상담복지센터,34.9898334,126.4756101,061-450-5530,061-450-5122,https://www.muan.go.kr/www/information/welfare/child/youth_counsel
함평군청소년상담복지센터,전라남도,함평군,57149,전라남도 함평군 함평읍 중앙길 212,함평군청소년상담복지센터,35.065579,126.5165957,061-323-9995,061-324-9996,http://www.nownow1388.or.kr
영광군청소년상담복지센터,전라남도,영광군,57047,전라남도 영광군,"영광읍 중앙로 3길 6-10,영광군청소년문화센터 2층",35.2726128,126.5122889,061-353-9188,061-352-1389,https://www.yg1388.or.kr/
장성군청소년상담복지센터,전라남도,장성군,57220,전라남도 장성군 장성읍 역전로 199-10,3층,35.3011112,126.7827769,061-393-1388,061-394-7179,http://www.js1388.or.kr/
완도군청소년상담복지센터,전라남도,완도군,59115,전라남도 완도군,완도읍 개포로 159번길 41 2층,34.3227953,126.7432807,061-555-1318,061-555-4201,http://wd1388.or.kr/
진도군청소년상담복지센터,전라남도,진도군,58926,전라남도 진도군 진도읍 진도대로 7213,3층 진도군청소년상담복지센터,34.4722098,126.2519478,061-540-3181,061-544-5102,http://cafe.naver.com/jindo1388
신안군청소년상담복지센터,전라남도,신안군,58824,전라남도 신안군,압해읍 876-22 신안군가족센터 1층,34.8660733,126.3126144,061-240-8701,061-240-8780,http://www.shinan1388.com/
경상북도청소년상담복지센터,경상북도,안동시,36708,경상북도 안동시 축제장길 20 (옥야동),비어있음,36.5588598,128.7220062,054-850-1000,054-853-3014,https://gb1388.or.kr:9027/
포항시청소년상담복지센터,경상북도,포항시 북구,37601,경상북도 포항시 북구,삼호로 533 청소년수련관 2층,36.0753845,129.396178,054-240-9140,054-251-1388,http://www.phyf.or.kr
경주시청소년상담복지센터,경상북도,경주시,38088,경상북도 경주시,알천북로 131,35.8548859,129.2157627,054-760-7743,054-742-1387,http://youth.gyeongju.go.kr/index.jsp
김천시청소년상담복지센터,경상북도,김천시,39518,경상북도 김천시,문당길 142 김천시청소년문화의집 3층,36.1445059,128.0936082,054-431-2009,054-431-2029,https://www.gc.go.kr/gcyouth/support/main.tc
안동시청소년상담복지센터,경상북도,안동시,36708,경상북도 안동시,축제장길 42번지 안동시청소년수련관 2층,36.5590392,128.7225844,054-841-7933,054-841-7932,https://ad1318.or.kr/
구미시청소년상담복지센터,경상북도,구미시,39221,경상북도 구미시,구미중앙로 11길 13,36.1304763,128.3307035,054-472-2000,054-443-1390,http://www.youthcoc.org/
영주시청소년상담복지센터,경상북도,영주시,36073,경상북도 영주시,광복로 63,36.8279925,128.6254179,054-639-5865,054-634-1319,http://yj1318.or.kr
영천시청소년상담복지센터,경상북도,영천시,38844,경상북도 영천시,운동장로 92 청소년수련관 2층,35.9703791,128.9222177,054-338-2000,054-338-7942,https://www.yc.go.kr/depart/contents.do?mId=0605000000
상주시청소년상담복지센터,경상북도,상주시,37195,경상북도 상주시,왕산로 219-11번지 2층,36.4151689,128.1622466,054-535-3511,054-534-3514,http://www.sj7942.org/
문경시청소년상담복지센터,경상북도,문경시,36949,경상북도 문경시,중앙로50 문경시의회 후관 문경시드림스타트 3층,36.5900898,128.1964372,054-556-3000,054-550-6660,https://www.gbmg.go.kr/portalsub/teen1318/main.do
경산시청소년상담복지센터,경상북도,경산시,38627,경상북도 경산시,경산로 159-5 3층,35.8224814,128.7271384,053-819-6400,053-819-6499,http://gbgs.go.kr/special/young/index.do
군위군청소년상담복지센터,대구광역시,군위군,43113,대구광역시 군위군 군위읍 군청로 158,군위국민체육센터 3층,36.2371248,128.573857,054-382-1388,054-382-1988,https://www.gunwi.go.kr/ko/page.do?mnu_uid=269&
의성군청소년상담복지센터,경상북도,의성군,37331,경상북도 의성군,의성읍 충효로 68,36.3547357,128.7046491,054-830-6947,054-834-7833,https://www.usc.go.kr/counselyouth/main.do
청송군청소년상담복지센터,경상북도,청송군,37433,경상북도 청송군,청송읍 복지타운길77 청소년상담복지센터(2층),36.4298575,129.0590862,054-870-6696,054-874-4003,https://www.youth1388.or.kr/
영양군청소년상담복지센터,경상북도,영양군,36540,경상북도 영양군,경북 영양군 영양읍 동서대로 92,36.6614086,129.1185941,054-683-1388,054-683-1386,https://www.yyg.go.kr/youth/yyg1388
영덕군청소년상담복지센터,경상북도,영덕군,36427,경상북도 영덕군,영덕읍 강변길 324,36.4201786,129.3619555,054-730-7370,054-730-6449,https://ydyouth1388.modoo.at/
청도군청소년상담복지센터,경상북도,청도군,38333,경상북도 청도군 화양읍 청려로 1846,(3층),35.6487792,128.7174013,054-373-1610,054-373-1633,http://cd1388.or.kr/
고령군청소년상담복지센터,경상북도,고령군,40138,경상북도 고령군,대가야읍 왕릉로 30 대가야문화누리 3층,35.7236132,128.2631486,054-956-1383,054-956-1305,https://www.goryeong.go.kr/art/contents.do?IDX=138
성주군청소년상담복지센터,경상북도,성주군,40031,경상북도 성주군,성주읍 성주순환로 271-9,35.9194648,128.2932092,054-931-1397,054-931-1399,https://sj.go.kr/page.do?mnu_uid=1287&
칠곡군청소년상담복지센터,경상북도,칠곡군,39885,경상북도 칠곡군,왜관읍 2번도로길 83 3층,35.9950547,128.3971782,054-971-0419,054-971-0449,https://www.chilgok.go.kr/portal/contents.do?mId=0907070000
예천군청소년상담복지센터,경상북도,예천군,36849,경상북도 예천군 호명면 봉호로 4040,(3층),36.5922788,128.4687065,054-654-9901,054-654-9902,https://cafe.daum.net/yc2012
봉화군청소년상담복지센터,경상북도,봉화군,36238,경상북도 봉화군,봉화읍 내성로1길 17-20 봉화군청소년센터 2층,36.8875388,128.7399579,054-673-1231,054-673-1241,http://bhw1318.or.kr/web/
울진군청소년상담복지센터,경상북도,울진군,36324,경상북도 울진군,울진읍 대나리항길 2 울진군청소년수련관 2층,36.9972141,129.4094007,054-783-8284,054-789-5434,http://www.uljin.go.kr/young/index.uljin?menuCd=DOM_000001502000000000
경상남도청소년상담복지센터,경상남도,창원시 의창구,51138,경상남도 창원시 의창구 사림로45번길 59 (사림동),", 경남대표도서관 청소년관 3층, 4층",35.249278,128.682592,055-711-1388,055-711-1398,http://gn1388.gnyouth.net/
창원시창원청소년상담복지센터,경상남도,창원시 성산구,51412,경상남도 창원시 성산구,두대로97 3층 청소년상담복지센터,35.22993,128.654513,055-225-3901,055-273-2012,https://www.changwon.go.kr/cwportal/depart/11067/14051/14053.web
창원시마산청소년상담복지센터,경상남도,창원시 마산회원구,51358,경상남도 창원시 마산회원구,"팔용로128, 우리누리청소년문화센터 별관2층",35.2401986,128.591931,055-245-7941,055-245-7941,https://www.changwon.go.kr/cwportal/depart/11067/14051/14053.web
창원시진해청소년상담복지센터,경상남도,창원시 진해구,51629,경상남도 창원시 진해구,진해대로 1101 진해종합사회복지관 202호,35.1341949,128.710644,055-225-6812,055-547-5513,https://www.changwon.go.kr/cwportal/depart/11067/14051/14053.web
진주시청소년상담복지센터,경상남도,진주시,52686,경상남도 진주시,북장대로 6번길 9 (인사동) 1층,35.1911333,128.0760704,055-749-6222,055-744-8485,https://www.jinju.go.kr/00134/00614/06444.web
통영시청소년상담복지센터,경상남도,통영시,53040,경상남도 통영시 해미당1길 33 (무전동),5층,34.8562154,128.4306853,055-644-2000,055-648-7130,http://www.tycoun.or.kr/ht_ml/main/
사천시청소년상담복지센터,경상남도,사천시,52561,경상남도 사천시,문선4길 23 청소년수련관 3층,34.9353961,128.0825915,055-832-7942,055-832-7959,https://youthsacheon.com/consulting_main.html
김해시청소년상담복지센터,경상남도,김해시,50912,경상남도 김해시,가락로 176번길 3,35.2421244,128.8784256,055-330-4635,055-328-6743,https://www.gimhae.go.kr/00976/01477/01479.web
김해시서부청소년상담복지센터,경상남도,김해시,51016,경상남도 김해시,율하2로 210 김해시서부문화센터 2층,35.1726125,128.820823,055-340-7181,055-311-5283,https://www.gimhae.go.kr/00976/01477/01479.web
밀양시청소년상담복지센터,경상남도,밀양시,50436,경상남도 밀양시,"삼문송림길 26, 밀양시청소년수련관 2층",35.4883177,128.7572739,055-352-7942,055-352-7946,http://www.miryang1388.kr
거제시청소년상담복지센터,경상남도,거제시,53246,경상남도 거제시,"중곡로 46, 고현청소년문화의 집 2층",34.8968417,128.630281,055-639-4981,055-639-4769,https://www.geoje.go.kr/youthplatform/consulting_main.html
양산시청소년상담복지센터,경상남도,양산시,50620,경상남도 양산시 양주3길 36 (중부동),청소년회관 2층,35.342479,129.0330366,055-372-2000,055-392-2539,http://www.yangsan.go.kr/teen/main.do
의령군청소년상담복지센터,경상남도,의령군,52151,경상남도 의령군,의령읍 의령대로 1577-25,35.3161673,128.2527569,055-572-2000,비어있음,비어있음
함안군청소년상담복지센터,경상남도,함안군,52046,경상남도 함안군,가야읍 말산 1길 10 청소년수련관 2층,35.2738154,128.4096768,055-583-0924,055-583-0923,http://www.haman1388.or.kr
창녕군청소년상담복지센터,경상남도,창녕군,50332,경상남도 창녕군,창녕읍 화왕산1로 46 5층,35.5372172,128.5006022,055-533-4288,055-533-8677,https://www.cng.go.kr/00598/00871/01075.web
고성군청소년상담복지센터,경상남도,고성군,52932,경상남도 고성군,고성읍 성내로61 고성군청소년상담복지센터 3층,34.976781,128.3163106,055-673-7942,055-673-2926,http://gsyon.or.kr/biz/welfare.php
남해군청소년상담복지센터,경상남도,남해군,52419,경상남도 남해군,남해읍 망운로 32 종합사회복지관 3층,34.8383528,127.8904626,055-860-3885,비어있음,https://www.namhae.go.kr/depart/Index.do?c=DE0109050101&pageCd=DE0109050100&siteGubun=depart
하동군청소년상담복지센터,경상남도,하동군,52326,경상남도 하동군 하동읍 중앙로 72,3층 청소년상담복지센터,35.0719152,127.7452895,055-880-6039,055-883-7554,https://www.hadong.go.kr/specialty/00214/00343.web
산청군청소년상담복지센터,경상남도,산청군,52226,경상남도 산청군,산청읍 웅석봉로 92 산청군청소년수련관 2층,35.4092,127.8737481,055-970-6591,055-970-6889,https://www.sancheong.go.kr/www/contents.do?key=228
함양군청소년상담복지센터,경상남도,함양군,50046,경상남도 함양군 함양읍 용평4길 13,(4층),35.5176431,127.7282432,055-960-5157,055-963-7934,https://www.hygn.go.kr/01659/01671/01750.web
거창군청소년상담복지센터,경상남도,거창군,50130,경상남도 거창군,거창읍 교촌길 100-30 거창군청소년수련관 3층,35.6922478,127.9060919,055-941-2000,055-940-3968,http://www.geochang.go.kr/youth/Index.do?c=YU0401000000
합천군청소년상담복지센터,경상남도,합천군,50231,경상남도 합천군,합천읍 옥산로 96-5 3층,35.5674864,128.1661701,055-930-3911,055-930-4289,http://www.hc.go.kr/05750/05766/05803.web
제주특별자치도청소년상담복지센터,제주특별자치도,제주시,63222,제주특별자치도 제주시 구남로7길 4 (이도이동),", 2층",33.4936739,126.5326513,064-759-9951,064-759-9953,https://jeju1388.or.kr/
서귀포시청소년상담복지센터,제주특별자치도,서귀포시,63590,제주특별자치도 서귀포시,일주동로 8643 3층,33.2537646,126.564945,064-763-9190,064-763-9192,http://www.seogwipo.go.kr/youths/counseling/index.htm
제주시청소년상담복지센터,제주특별자치도,제주시,63096,제주특별자치도 제주시 월랑북길 38 (노형동),5층,33.492745,126.4773821,064-725-7999,064-725-4799,http://www.제주시1388.한국
